Date,Close,High,Low,Open,Volume
2010-01-04,19.605220794677734,19.74535280442166,19.453966469561582,19.574080348067973,20180000
2010-01-05,19.380569458007812,19.46954291835417,19.129221002279888,19.418384324148647,25833600
2010-01-06,19.120325088500977,19.369450458937735,19.106979662290566,19.35388022934967,16254000
2010-01-07,19.298267364501953,19.351650753481834,19.02912391973474,19.12254527470637,27841200
2010-01-08,19.351654052734375,19.438402711001665,19.18038153941957,19.31161607991658,11907200
2010-01-11,19.29604148864746,19.56073701004189,19.16703008351175,19.465090857548486,12912000
2010-01-12,19.20484733581543,19.362776118831132,19.095855737857256,19.258232430226766,12842000
2010-01-13,19.382787704467773,19.39613312504563,19.118092216160072,19.23153338215295,13428800
2010-01-14,19.44951820373535,19.469536334604527,19.240430897179778,19.344974550457565,18379600
2010-01-15,19.16036033630371,19.47176658075788,19.111424851128806,19.458421156447454,21295200
2010-01-19,19.540719985961914,19.665283500580397,19.062489154814358,19.167032836161436,15239600
2010-01-20,19.44508171081543,19.516260163613698,19.198181081446524,19.502914734035325,12771200
2010-01-21,18.784454345703125,19.551848730818406,18.711052791654154,19.451752925614823,28140800
2010-01-22,18.401865005493164,18.771102545251015,18.159412387971877,18.691026607081366,29776400
2010-01-25,18.24616050720215,18.642090580504448,18.10825327094433,18.550894023981773,16147200
2010-01-26,18.050426483154297,18.359608015165445,18.014836411858738,18.09491237524574,12437600
2010-01-27,18.664337158203125,18.713270948950672,17.93030823563117,17.990364345246736,19335200
2010-01-28,18.384078979492188,18.791131581713746,18.10826266683546,18.76443902357472,13070800
2010-01-29,18.24616050720215,18.90233822049654,18.210572145177604,18.37294712277679,20281600
2010-02-01,18.608736038208008,18.851187069125267,18.283982531596926,18.304002373771034,16098000
2010-02-02,18.68657875061035,18.78889762810863,18.573137555046564,18.742186946882946,14441600
2010-02-03,18.577590942382812,18.79335107907016,18.26173670169914,18.737742866399316,32197600
2010-02-04,18.473047256469727,19.169261405179345,18.41743904883078,18.962398804881342,66486800
2010-02-05,18.364049911499023,18.653213206478995,17.914736439220817,18.533099300734737,38687200
2010-02-08,18.473047256469727,18.768881631367787,18.36405394763736,18.439681992480793,23966800
2010-02-09,18.521987915039062,18.713280355942317,18.395201222536063,18.615411028221626,17968000
2010-02-10,18.63224983215332,18.692397932308182,18.465174419957126,18.598834409798286,14572800
2010-02-11,18.966402053833008,18.98199569213697,18.54537212004692,18.66566662963996,18044800
2010-02-12,18.88620376586914,18.92184733521796,18.634477430764075,18.82382921908763,22114800
2010-02-16,19.13125228881836,19.14461948055981,18.979770479190407,18.98645492485082,16065600
