Date,Close,High,Low,Open,Volume
2010-01-04,15.555865287780762,15.624368969757269,15.493568318419097,15.560829144501684,78169752
2010-01-05,15.487360954284668,15.582918023877113,15.426552769868337,15.566536730873544,120067812
2010-01-06,15.096944808959961,15.533774571776659,15.049787227822211,15.533774571776659,158988852
2010-01-07,14.74549674987793,15.140133788634198,14.709508786369819,15.125241271670488,256315428
2010-01-08,14.942070960998535,14.97259849179563,14.621644917526195,14.693374919866347,188783028
2010-01-11,14.919483184814453,15.002629670444557,14.744005944272642,15.002629670444557,288227484
2010-01-12,14.655648231506348,14.84626486135361,14.594094708320636,14.83360645975559,193937868
2010-01-13,14.571508407592773,14.603525659974146,14.24413413017102,14.308417395269844,259604136
2010-01-14,14.640012741088867,14.747979468040317,14.465280813516097,14.492334212416333,169434396
2010-01-15,14.395535469055176,14.732093068520234,14.346887216937448,14.726631691432999,217162620
2010-01-19,14.584662437438965,14.654158319311357,14.303453538291603,14.425319618975964,172495332
2010-01-20,14.40571117401123,14.543957603681072,14.278634367274961,14.543957603681072,129897972
2010-01-21,14.469497680664062,14.56480598766585,14.203180369560519,14.48091511718721,252055692
2010-01-22,13.6511869430542,14.162227693341691,13.275165358298876,14.010827234006092,271743984
2010-01-25,13.402739524841309,13.64796046243213,13.291297732927893,13.566301808870703,176619204
2010-01-26,13.46280288696289,13.641009865786778,13.310658045067973,13.352355194098122,174045780
2010-01-27,13.454861640930176,13.5926124461778,13.286334546158347,13.434260879179693,158417424
2010-01-28,13.261016845703125,13.576478025853616,13.169431433322986,13.514180120278725,129034836
2010-01-29,13.15305233001709,13.427312038031559,13.045582182361663,13.365262882442469,165454380
2010-02-01,13.229497909545898,13.298745984189614,13.16198831986633,13.26871313621268,89941968
2010-02-02,13.182339668273926,13.277647987225249,13.095221523728139,13.277647987225249,163684152
2010-02-03,13.42309284210205,13.454862282813028,13.110611052229336,13.121531915705843,119844036
2010-02-04,13.074621200561523,13.353099415690544,13.044340540756483,13.32828013308655,134972892
2010-02-05,13.18655776977539,13.241409894146406,12.967398978472083,13.11482777764199,126113760
2010-02-08,13.2406644821167,13.452379379604983,13.192514698922285,13.216589590519492,107664228
2010-02-09,13.31438159942627,13.44071497168923,13.2803780451055,13.391323272020907,112671216
2010-02-10,13.26499080657959,13.347888539613395,13.097207149386197,13.255558721942904,106873020
2010-02-11,13.313387870788574,13.414901954482094,13.142131034137758,13.236942776372604,96303600
2010-02-12,13.231979370117188,13.33200373271646,13.166951711216951,13.228257423385951,91096812
2010-02-16,13.435007095336914,13.505247373971832,13.261267372184049,13.325055015103754,146029824
2010-02-17,13.358312606811523,13.487128850833882,13.343421036608953,13.452380907837703,81106812
2010-02-18,13.482660293579102,13.527088134463897,13.306935229370529,13.341683171517486,93382524
2010-02-19,13.421602249145508,13.502762433174444,13.395293243729046,13.415894003677655,102021876
