Date,Dividends
2010-05-06 00:00:00+08:00,1.458
2010-09-09 00:00:00+08:00,1.417
2011-05-13 00:00:00+08:00,1.597
2011-09-08 00:00:00+08:00,1.58
2012-05-21 00:00:00+08:00,1.747
2012-09-06 00:00:00+08:00,1.633
2013-06-04 00:00:00+08:00,1.63667
2013-09-05 00:00:00+08:00,1.5333849
2014-05-27 00:00:00+08:00,1.615
2014-09-04 00:00:00+08:00,1.54
2015-06-04 00:00:00+08:00,1.38
2015-09-07 00:00:00+08:00,1.525
2016-06-02 00:00:00+08:00,1.196
2016-09-01 00:00:00+08:00,1.489
2017-06-02 00:00:00+08:00,1.243
2017-08-31 00:00:00+08:00,4.823
2018-05-24 00:00:00+08:00,1.582
2018-08-30 00:00:00+08:00,1.826
2019-05-27 00:00:00+08:00,1.391
2019-08-29 00:00:00+08:00,1.527
2020-05-25 00:00:00+08:00,1.723
2020-08-27 00:00:00+08:00,1.53
2021-05-03 00:00:00+08:00,1.76
2021-08-25 00:00:00+08:00,1.63
2022-05-25 00:00:00+08:00,2.43
2022-09-06 00:00:00+08:00,2.2
2023-06-07 00:00:00+08:00,2.21
2023-09-04 00:00:00+08:00,2.43
2024-06-06 00:00:00+08:00,2.4
2024-09-02 00:00:00+08:00,2.6
2025-06-06 00:00:00+08:00,2.49
2025-09-01 00:00:00+08:00,2.75
