Date,Close,High,Low,Open,Volume
2010-01-04,72.46831512451172,72.75282611262767,71.59289804303008,71.77345074207217,6438444
2010-01-05,71.5928955078125,72.1400333475356,71.18254212802017,72.0470171203225,7156104
2010-01-06,71.12782287597656,71.94305855380792,71.02386896364342,71.49987466176263,5863144
2010-01-07,70.88163757324219,71.26463154666297,70.53146978339521,71.05671928499305,6109268
2010-01-08,71.5928955078125,71.63119271144046,70.60804914284853,70.61899120102794,4390271
2010-01-11,70.84330749511719,71.70778237762485,70.40012799707367,71.70778237762485,5993998
2010-01-12,71.40687561035156,71.85553061157822,70.58069772691167,70.59711518240798,8453249
2010-01-13,71.25366973876953,71.74062189124768,70.66823469651749,71.34121057038456,6752348
2010-01-14,72.39171600341797,72.61057027274605,71.07858602110538,71.42875372529913,7438943
2010-01-15,72.10173034667969,72.70905386068107,71.72420751526171,72.23851480389592,8885142
2010-01-19,73.39298248291016,73.45316817324252,71.98136519068726,72.01966676320579,14556345
2010-01-20,71.26461029052734,71.75703346167602,70.55333286179524,71.3795106314548,15896585
2010-01-21,70.58069610595703,71.50536123576074,70.06638875993491,71.38498985205652,10050596
2010-01-22,68.66570281982422,70.52049497013539,68.59457508436584,70.40012797913595,10552676
2010-01-25,69.00495910644531,69.4262546782011,68.78062937715434,69.11985512015889,6002471
2010-01-26,68.80247497558594,69.89674595401364,68.616446944399,68.89548680800804,7463524
2010-01-27,69.11982727050781,69.4645239054548,68.41402091474582,68.84078734537663,9120283
2010-01-28,67.70824432373047,69.50832705684827,67.32525032005945,69.50285602582052,10064821
2010-01-29,66.96410369873047,68.3921337998169,66.69601020894986,68.02008203807885,12103475
2010-02-01,68.21159362792969,68.36479555955022,67.17750787914461,67.4237173162643,7576073
2010-02-02,68.68212127685547,68.8353188165412,67.8176463269547,68.27723894601189,6171295
2010-02-03,68.75325012207031,68.97757540638025,68.4304419510504,68.47968121123343,4369247
2010-02-04,67.29785919189453,68.63287309623969,67.24314454096829,68.49608865209586,9546737
