Date,Dividends
2010-03-03 00:00:00-05:00,0.710266
2010-09-08 00:00:00-04:00,0.761
2011-03-09 00:00:00-05:00,0.777911
2011-09-07 00:00:00-04:00,0.930111
2012-02-29 00:00:00-05:00,0.930111
2012-09-05 00:00:00-04:00,0.963933
2013-03-06 00:00:00-05:00,0.963933
2013-09-04 00:00:00-04:00,0.997755
2014-03-05 00:00:00-05:00,0.997755
2014-09-03 00:00:00-04:00,1.048488
2015-03-11 00:00:00-04:00,1.048488
2015-09-09 00:00:00-04:00,1.106155
2016-03-09 00:00:00-05:00,0.285459
2016-08-31 00:00:00-04:00,0.249777
2017-03-08 00:00:00-05:00,0.713649
2017-09-07 00:00:00-04:00,0.767172
2018-03-08 00:00:00-05:00,0.981267
2018-09-06 00:00:00-04:00,1.123996
2019-01-10 00:00:00-05:00,1.819804
2019-03-07 00:00:00-05:00,0.981267
2019-09-05 00:00:00-04:00,1.391615
2020-03-05 00:00:00-05:00,1.159679
2020-09-03 00:00:00-04:00,0.981267
2021-03-04 00:00:00-05:00,1.801963
2021-09-02 00:00:00-04:00,3.568243
2022-02-24 00:00:00-05:00,2.676182
2022-09-01 00:00:00-04:00,3.5
2023-03-09 00:00:00-05:00,1.8
2023-09-07 00:00:00-04:00,1.6
2024-03-07 00:00:00-05:00,1.44
2024-09-13 00:00:00-04:00,1.48
2025-03-07 00:00:00-05:00,1.0
